ID TERMO,PRATICAS VEDADAS,JUSTIFICATIVA,Unnamed: 3,Unnamed: 4,N_PALAVRAS
318369,11,"O cartão benefício foi efetuado em 18/12/2023, esse empréstimo foi realizado em 24 parcelas de 98,80 reais, em janeiro 2024 foi descontado em folha o valor contra do, no entanto, apartir do mês de fev/2024, passou a descontar 142,80 reais aumentarão sem autorização o valor de 44,00 reais gerando um aumento na parcela de 142,80 reais, me prejudicando, uma vez, ja estou com a margem negativada, outra coisa, os 44,00 estão descontando em folha, e não está seguindo a regra de lançamento do montante de parcela no contracheque que seria 24 parcelas, e a medida que vai descontando, vai diminuindo a quantidade de parcela, já que o contrato foi feito em 24 parcelas, e o setor que opera na parte de finanças nao esta lançando devidamente o que foi acordado no contrato numero 802551205032024, rubrica 35014, gostaria que fosse concertado esse lapso, voltando o valor real de 98,80 reais, e feito a devolução, quanto o desconto de 44,00 reais em folha deve ser suspensa, porque eu estou pagando a fatura dos 30%, do cartão eu estou pagando.",,,177
318370,12,Solicito meu boleto para quitação e DED extrato de evolução de dívida,,,12
318371,12,"Boa tarde, solicito o envio do meu boleto da parcela 1298,00 pois entro em contato    com o banco e não consigo uma solução.    Favor enviar boleto de liquidação total com vencimento para o dia 11/04/2024",,,35
318372,12,"Boa tarde! Esse contrato foi quitado no pagamento de março e nesse pagamento de abril foi descontado mais uma parcela. O BrB reconhece que o contrato foi liquidado, tanto que efetuou o extorno da parcela em minha conta corrente. Está faltando dar a baixa no sistema sougov.",,,47
318373,10,"Boa Tarde Venho através dessa reclamação solicitar meu saldo devedor para quitação , pois não conseguir pelos meios informados pela instituição .",,,22
318374,10,"Boa Tarde Venho através dessa reclamação solicitar meu boleto para quitação , pois não obtive acesso pelos meios informados",,,19
318375,10,"Boa Tarde Venho através dessa reclamação solicitar meu boleto para quitação , pois não obtive sucesso nós meios informados pela empresa",,,21
318376,11,"Empresa Alta entrou em contato comigo para fazer um consignado pelo Banco Santander, mas após o dinheiro entrar na minha conta, a empresa me ludibriou a fazer a transferência do valor para a conta deles, alegando que não iria dar certo o desconto em folha das parcelas e eu teria problemas futuros no meu contra-cheque. Desde o início desse contrato estou tentando cancelar e ter meu dinheiro de volta.",,,69
318377,10,"boa tarde,    venho por meio dessa reclamação solicitar o boleto pra quitação das parcelas ativas do Santander.",,,17
318377,11,"boa tarde,    venho por meio dessa reclamação solicitar o boleto pra quitação das parcelas ativas do Santander.",,,17
318378,12,"Exijo que parem de descontar esse negócio de seguro do meu contracheque, tendo em vista que já fiz a liquidação do empréstimo que eu tinha com a SABEMI.",,,28
318379,10,"Bem eu fiz um emprestimo com o BMG CARTAO CONSIGNADO numero contrato 0693189408062404 rubrica 34805 pelo contrato foi em 96 parcelas, mas como eu nao vinha pagando a fatura por fora do contrato, mas o BMG nao era pra estar descontando mas em folha, eles deveriam cobrar o debito da fatura que por ventura eu estou devendo, vinha sendo descontado em folha de pagamento valor 218,77, mas quando foi agora no contracheque de mar/2024, veio descontado o valor de 236,35, retirando uma margem de 17,58 reais, eles falam que aumentou porque os servidores tiveram um aumento, acho que nao era pra descontar mas nenhuma parcela no meu contracheque, uma vez, eu ja paguei esse cartão, porque foi feito esse contrato em jul/2015 as 96 parcelas venceu em agosto de 2023, eu acho que não deve ser descontado mas nada na minha folha de pagamento. Eles estão usando a rubrica e lançando o desconto, acho que o setor financeiro nao deve descontar mas nenhuma parcela, principalmente aumentar a parcela. Gostaria que o setor financeiro dos aposentados deve observar essa situação com mas carinho, nos ja nao temos aumento de salário e ainda estamos com a margem negativa e o setor desconta indevidamente na minha folha de pagamento.",,,206
318380,12,Boa tarde. Solicito meu boleto de quitação. estou precisando o mais rápido possível,,,13
318381,11,"Boa noite, quero meu boleto de quitação o mais rápido possível, por favor.",,,13
318382,10,"Boa tarde, quero meu boleto de quitação, o mais rápido possível",,,11
318383,12,"Boa noite, solicito meu boleto de quitação, o mais rápido possível",,,11
318384,12,"Boa tarde. Peço ajuda para que seja enviado os boleto de quitação total dos meus empréstimos com o banco PAN, estou regularizando minha  situação financeira e minha margem negativa e p banco fica dificultando o envio, por isso venho pedir ajuda a vocês. Enviem meus boletos de quitação total!",,,49
318385,12,"Boa noite, solicito meu boleto de quitação. O mais rápido possível",,,11
318386,11,"Boa tarde. Peço ajuda para que seja enviado os boleto de quitação total dos meus empréstimos com o banco PAN, estou regularizando minha  situação financeira e minha margem negativa e p banco fica dificultando o envio, por isso venho pedir ajuda a vocês. Enviem meus boletos de quitação total!",,,49
318387,12,"Boa noite, solicito meu boleto de quitação, o mais rápido possível.",,,11
318388,12,"Boa tarde. Peço ajuda para que seja enviado os boleto de quitação total dos meus empréstimos com o banco PAN, estou regularizando minha  situação financeira e minha margem negativa e p banco fica dificultando o envio, por isso venho pedir ajuda a vocês. Enviem meus boletos de quitação total!",,,49
318389,11,"Boa tarde. Peço ajuda para que seja enviado os boleto de quitação total dos meus empréstimos com o banco PAN, estou regularizando minha  situação financeira e minha margem negativa e p banco fica dificultando o envio, por isso venho pedir ajuda a vocês. Enviem meus boletos de quitação total!",,,49
318390,12,"Boa noite, solicito o envio do meu boleto da parcela R$ : 703,25, pois entro em contato com o banco e não consigo uma solução. Favor enviar boleto de liquidação total com o vencimento para o dia 15/04/2024.",,,38
318391,12,Solicito a retirada do meu contra cheque pois ja fiz o pagamento,,,12
318392,12,Solicito a retirada do meu contra cheque pois efetue o pagamento,,,11
318393,10,"Solícito o cancelamento da parcela da Previdência Previmil no valor de 7473, tendo em vista q tempos atrás foi uma venda casada e q de acordo com as leis atuais em vigor este desconto é iilegal por caracteriza venda casada Na certeza do pronto atendimento aguardamos retorno.  ATT Evaldo Ferro Gomes Batista",,,52
318394,10,"Prezado senhores(a) responsáveis, no mês de fevereiro percebi que em meu contra cheque a minha margem consignavel existente no valor de R$ 12,13 (doze reais e treze centavos), teria sido indevidamente usada pelo Banco Santander/Olé, assim tentei contato com o referido Banco, e me foi informado que essa retenção  da margem consignavel não pararia por ai, e que continuaria  em qualquer valor que existisse na referida margem. Sem a devida justificativa a informação  em meu entendimento nao foi clara e justificável, entendo que em meu contrato com o referido Banco fora assinado com as bases em que eles me enviaram, mais  agora arbitrariamente estão tendo acesso a minha margem consignavem sem a minha devida anuencia e autorização no sistema da Sigepe, de minha parte nao se justifica. Assim solicito que sejam suspensas além desse desconto de R$ 12,13 ( doze reais e treze centavos), preso por eles indevidamente, e a qualquer valor que eles abusivamente venham a reter sem o devido processo legal.  Que eles sejam informados da ilegalidade do ato, e que sejam informados que além de realizar essa queixa, estarei ajuizar no ambito judiciário contra esta arbitrariedade aceita pelo Sigepe em favor do Banco Santander/Olé.  Assim enviarei em anexo meu contra cheque provando tal abuso, e com o devido desconto. Além deste absurdo ainda me disseram que se eu aceitasse, eles estaria enviando boletos bancários em 35 parcelas no valor de R$ 550,00 ( quinhentos e cinquenta) reais, com uma entrada de R$ 350, 00 ( trezentos e cinquenta) reais, e com um absurdo maior de que a parcela contratada de 622,00 (seiscento e vinte e dois) reais, ainda estaria sendo descontadas, a ideia deste Banco de usurpar com essa facilidade o montante financeiro me assusta, pois não  há a devida autorização  para tal. Este absurdo, fica como ja disse pior  com o devido apoio desta instituição  federal Sigepe. Informaram ainda que a devida divida seria de R$ 24.000,00 ( vinte e quatro mil) reais, e se eu tivesse R$ 6.000,00 (seis mil) reais, cesaria o referido broqueio em meu contra cheque, novamente o estranho é  que esse abuso, eles chamam de amortização.  Entendo que vocês teram condições em entender esse abuso, e suspender em nome do bom ato administrativo, para que evitemos demandas judiciais, e os clareiem a luz da insensates, e evite tal ação contra estes atos, que ao meu entendimento ha anuência do Sistema Sigepe.",,,400
318395,12,"Estou sofrendo descontos no ex-sigepe Minfra até o presente mês de março de 2024 no Sou.Gov Decip, nos valores de R$ 167,58 + R$ 197,83. Informo que esse Cartão está Cancelado e o valor que descontava era de R$ 103,00. Foi a informação que a voz Virtual passou no meu celular neste ano de 2024. Isso é crime  Não permita esses descontos são vários valores na Base de Cálculo que não recebo e esse Ano Declarei o valor total de mais de R$ 45.000,00. Para onde está indo esse dinheiro.  Deus que me perdoe parece um caso mafioso. Tenho que Declarar a minha reação quanto a esse caso.  Parece imóveis e comércio.  Informo que nunca trabalhei no comércio.  Não tenho religião na minha Formação Escolar, Trabalhista e Pessoal. E nunca fui artista. Tem muito erro na minha vida pública sem eu ter.  Isso é demais para mim e não gosto. Esses consignatarios são usados contra mim em Spam e Fraude.  Solicito a exclusão desse Banco BMG que está Cancelado a Virtual informou.",,,172
318396,12,O empréstimo foi quitado no dia 11/03/2024 Fui à agência da caixa e mesmo assim foi efetuado o desconto indevidamente,,,20
318397,10,"Solicito a interrupção dos descontos dos contratos 1100155301 e 11001869, uma vez fiz com BRB e sem minha autorização ou conhecimento,foram repassados para o banco Pine;como não autorizei, peço o cancelamento dos descontos até que seja feito um novo contrato ou minha autorização.",,,43
318398,10,"HÁ MESES TENHO REALIZADO DIVERSAS TENTATIVAS DE CONTATO COM A ANAFP ¿ ASSOCIAÇÃO NACIONAL DE ASSISTÊNCIA AOS FUNCIONÁRIOS PÚBLICOS, ATRAVÉS DOS NÚMEROS DE TELEFONE DISPONIBILIZADOS NA INTERNET , PARA SOLICITAÇÃO DE SUSPENSÃO DE DESCONTO MENSAL EM FOLHA DE PAGAMENTO NO VALOR DE R$ 91,35 À FILIAÇÃO, CONTUDO, AS LIGAÇÕES NÃO SÃO ATENDIDAS, SENDO INEXISTENTE OUTRO MEIO ALTERNATIVO PARA RESOLUÇÃO DA QUESTÃO, TRATANDO-SE, PORTANTO, DE COBRANÇA INDEVIDA, VISTO QUE OS DESCONTOS CONTINUAM SENDO EFETUADOS, FERINDO MEU DIREITO DE DESFILIAÇÃO, EM QUALQUER TEMPO.",,,81
318399,10,solicito a suspensao imediata desse sindicato para efeito de margem consignavel,,,11
318400,10,"No dia 19 de março de 2024 encaminhei via e-mail assinado por mim em arquivo PDF a minha solicitação de desfiliação da Caixa Benificente da PMDF. Até a presente data não fui ibformado do deferimento do meu pedido de desligamento. Fiquei sabendo por terceiros que a diretoria de benficios da CABE ainda vai me contactar para eu ir pesslaomente à sede da CABE para fazer o pedido presencialemente. A minha assinatura na ficha de desfiliação é facilemtne comprovada com os documentos que enviei anexo ao meu pedido para a cabe: onde consta copia da minha carteira de identidade frente e verso que seguiram anexo ao meu pedido. pelo Código Civil Brasil não consta essa obrigação da necessidade presencial para uma associação formalizar o desligamento de um sócio. Diante do Exposto solicito a esse SIGEPE entrar em contato com a CABE e determinar  a minha exclusão imdiatamente, pois é mandamento constitucional ninguem ser obrigado a estar filiado e nenhuma associação contra sua vontade. Desde já agradeço , dato e assino a presente reclamação. Brasília, DF, 06 de abril de 2024. Wellington Corsino do Nascimento CPF 094.717.074-04",,,185
